job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,salary_min_usd,salary_max_usd,city,country,remote_work,company_size,industry,required_skills,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_senior,is_remote_friendly,is_llm_role,salary_tier
AIJOB0357,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),5,PhD,234000.0,125000,240000,New York,USA,Hybrid,Startup (1-50),Finance,Control Systems|ROS|Simulation|Python|Git|Communication,12.9,76,29.8,9.0,2026,3,1,1,0,Senior ($200-300k)
AIJOB0358,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),10,Bachelor's,213000.0,145000,280000,Austin,USA,Fully Remote,Big Tech (FAANG+),Automotive,Python|CUDA|Image Processing|PyTorch|CNNs|OpenCV|Git,4.1,87,12.3,7.7,2026,3,0,1,0,Senior ($200-300k)
AIJOB0359,Data Scientist,Data Science,Senior (6-9 yrs),3,Master's,192000.0,138000,195000,Austin,USA,Fully Remote,Mid-size (501-5000),Manufacturing,Scikit-learn|Python|Statistics|ML Algorithms|SQL|Data Visualization|Linux|Git|Agile,5.9,92,60.9,6.9,2026,3,1,1,0,Upper-Mid ($150-200k)
AIJOB0360,Prompt Engineer,AI Engineering,Lead (10+ yrs),4,Bootcamp/Self-taught,161000.0,90000,200000,London,UK,Hybrid,SME (51-500),Manufacturing,Prompt Design|NLP|LLM APIs|Documentation|Python|Statistics,8.4,82,15.9,7.5,2025,11,1,1,1,Upper-Mid ($150-200k)
AIJOB0361,Senior Data Scientist,Data Science,Senior (6-9 yrs),9,Bootcamp/Self-taught,157000.0,157000,218000,Bangalore,India,Hybrid,Startup (1-50),Media,Causal Inference|Python|Leadership|ML|Deep Learning|Cloud|Research|Communication,7.3,90,16.1,7.3,2026,3,1,1,0,Upper-Mid ($150-200k)
AIJOB0362,LLM Engineer,AI Engineering,Entry (0-2 yrs),5,Bachelor's,178000.0,160000,300000,Los Angeles,USA,Hybrid,Mid-size (501-5000),Media,Prompt Engineering|Vector DBs|Fine-tuning|Python|Leadership,5.4,98,61.4,6.1,2026,3,0,1,1,Upper-Mid ($150-200k)
AIJOB0363,AI Business Analyst,Business,Senior (6-9 yrs),2,Bootcamp/Self-taught,114000.0,95000,180000,Berlin,Germany,Hybrid,SME (51-500),Education,SQL|Business Analysis|Python|Data Visualization|Communication|Git,15.4,78,16.3,9.7,2026,3,1,1,0,Mid ($100-150k)
AIJOB0364,AI Business Analyst,Business,Mid (3-5 yrs),7,PhD,147000.0,95000,180000,Tokyo,Japan,Hybrid,Big Tech (FAANG+),Media,Communication|Python|Business Analysis|Data Visualization|SQL|Statistics,16.2,78,14.0,6.4,2026,2,0,1,0,Mid ($100-150k)
AIJOB0365,Senior ML Engineer,AI Engineering,Lead (10+ yrs),12,Master's,360000.0,180000,312000,Seattle,USA,Hybrid,Startup (1-50),Retail,System Design|LLM Fine-tuning|MLOps|Leadership|Problem Solving|Cloud,14.4,96,87.7,8.6,2026,3,1,1,0,Elite (>$300k)
AIJOB0366,Prompt Engineer,AI Engineering,Mid (3-5 yrs),2,Bootcamp/Self-taught,116000.0,90000,200000,Chicago,USA,Hybrid,SME (51-500),Media,Documentation|LLM APIs|NLP|SQL|Linux,9.7,82,20.0,7.6,2025,10,0,1,1,Mid ($100-150k)
AIJOB0367,MLOps Engineer,ML Operations,Mid (3-5 yrs),5,Bachelor's,261000.0,130000,260000,New York,USA,On-site,Big Tech (FAANG+),Retail,Docker|CI/CD|Python|Kubernetes|MLflow|Cloud|SQL|Agile,16.2,93,50.7,6.5,2025,1,0,0,0,Senior ($200-300k)
AIJOB0368,Prompt Engineer,AI Engineering,Senior (6-9 yrs),3,Associate's,206000.0,90000,200000,Remote,Global,Fully Remote,Big Tech (FAANG+),Finance,NLP|Testing|LLM APIs|Prompt Design|Documentation|Python|Research|Linux|Statistics,7.7,82,15.2,6.9,2025,9,1,1,1,Senior ($200-300k)
AIJOB0369,ML Engineer,AI Engineering,Entry (0-2 yrs),7,Master's,147000.0,120000,280000,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Media,SQL|Kubernetes|Python|Problem Solving,8.5,97,56.6,6.7,2026,1,0,1,0,Mid ($100-150k)
AIJOB0370,Data Scientist,Data Science,Entry (0-2 yrs),3,PhD,138000.0,138000,195000,Tokyo,Japan,On-site,SME (51-500),Government,Python|Data Visualization|SQL|Statistics|ML Algorithms|Scikit-learn|Statistics,3.2,92,53.5,7.5,2025,2,0,0,0,Mid ($100-150k)
AIJOB0371,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),4,Master's,160000.0,125000,240000,Chicago,USA,On-site,Mid-size (501-5000),Research,C++|Computer Vision|Python|ROS|Statistics|Linux|SQL,11.9,76,13.0,7.6,2025,7,0,0,0,Upper-Mid ($150-200k)
AIJOB0372,Data Scientist,Data Science,Mid (3-5 yrs),5,Associate's,145000.0,138000,195000,New York,USA,Hybrid,SME (51-500),Technology,Python|SQL|ML Algorithms|Statistics|Data Visualization|Scikit-learn|Research,4.6,92,79.7,7.0,2026,3,0,1,0,Mid ($100-150k)
AIJOB0373,Data Scientist,Data Science,Mid (3-5 yrs),5,PhD,201000.0,138000,195000,London,UK,Fully Remote,Big Tech (FAANG+),Media,ML Algorithms|Data Visualization|Statistics|Statistics,8.5,92,54.2,7.6,2026,2,0,1,0,Senior ($200-300k)
AIJOB0374,ML Engineer,AI Engineering,Senior (6-9 yrs),10,Master's,317000.0,120000,280000,San Francisco,USA,Fully Remote,Enterprise (5000+),Healthcare,Kubernetes|TensorFlow|MLOps|PyTorch|Python|Leadership|Agile|SQL,13.6,97,36.9,7.5,2025,3,1,1,0,Elite (>$300k)
AIJOB0375,Generative AI Engineer,AI Engineering,Lead (10+ yrs),8,Master's,271000.0,150000,295000,Tokyo,Japan,On-site,Mid-size (501-5000),Manufacturing,Deployment|Fine-tuning|LLMs|Diffusion Models|GenAI APIs|Communication|Statistics,17.6,95,39.0,9.5,2025,1,1,0,1,Senior ($200-300k)
AIJOB0376,RAG Engineer,AI Engineering,Entry (0-2 yrs),7,Master's,145000.0,145000,280000,Remote,Global,Fully Remote,Startup (1-50),Government,Embeddings|Search Systems|Python|LLMs|LangChain|Vector DBs|Research|Git|Statistics,5.5,94,27.9,8.9,2026,1,0,1,1,Mid ($100-150k)
AIJOB0377,Data Scientist,Data Science,Mid (3-5 yrs),7,Bootcamp/Self-taught,138000.0,138000,195000,Zurich,Switzerland,Hybrid,Mid-size (501-5000),Consulting,SQL|ML Algorithms|Statistics|Problem Solving,8.0,92,32.1,7.9,2025,5,0,1,0,Mid ($100-150k)
AIJOB0378,AI Ethics Officer,Governance,Entry (0-2 yrs),10,Master's,110000.0,110000,210000,Beijing,China,On-site,SME (51-500),Energy,Ethics Frameworks|Communication|AI Policy|Communication|Linux|Git,8.7,72,11.5,8.2,2025,9,0,0,0,Mid ($100-150k)
AIJOB0379,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),7,Associate's,150000.0,150000,295000,Berlin,Germany,Hybrid,SME (51-500),Education,Python|Diffusion Models|Deployment|GenAI APIs|Fine-tuning|LLMs|Git|Leadership,13.2,95,18.2,8.7,2025,7,0,1,1,Mid ($100-150k)
AIJOB0380,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),4,Bootcamp/Self-taught,125000.0,125000,240000,Zurich,Switzerland,On-site,Mid-size (501-5000),Automotive,Simulation|Python|Computer Vision|Communication,11.1,76,20.6,6.4,2026,1,0,0,0,Mid ($100-150k)
AIJOB0381,AI Business Analyst,Business,Mid (3-5 yrs),4,Bachelor's,99000.0,95000,180000,Toronto,Canada,Hybrid,Mid-size (501-5000),Consulting,Business Analysis|Python|SQL|Problem Solving|Research|Git,9.2,78,29.4,9.5,2025,12,0,1,0,Entry (<$100k)
AIJOB0382,Senior ML Engineer,AI Engineering,Lead (10+ yrs),11,Bachelor's,292000.0,180000,312000,Austin,USA,Hybrid,Startup (1-50),Finance,Python|Distributed Systems|LLM Fine-tuning|Cloud|Problem Solving,12.1,96,78.1,9.0,2026,2,1,1,0,Senior ($200-300k)
AIJOB0383,LLM Engineer,AI Engineering,Entry (0-2 yrs),7,PhD,201000.0,160000,300000,Zurich,Switzerland,Hybrid,Enterprise (5000+),Technology,RAG|Prompt Engineering|Fine-tuning|Communication|Git|Leadership,3.5,98,72.6,6.7,2026,3,0,1,1,Senior ($200-300k)
AIJOB0384,AI Security Engineer,Security,Lead (10+ yrs),10,Bootcamp/Self-taught,201000.0,140000,260000,Berlin,Germany,Hybrid,Mid-size (501-5000),Retail,ML Security|Risk Analysis|Cybersecurity|Linux,13.1,80,21.3,7.4,2026,3,1,1,0,Senior ($200-300k)
AIJOB0385,AI Compliance Manager,Governance,Lead (10+ yrs),7,PhD,240000.0,100000,200000,Austin,USA,On-site,SME (51-500),Manufacturing,EU AI Act|Risk Management|Auditing|Documentation|Leadership|SQL|Cloud,10.0,68,27.7,9.0,2025,11,1,0,0,Senior ($200-300k)
AIJOB0386,AI Ethics Officer,Governance,Senior (6-9 yrs),9,Associate's,204000.0,110000,210000,Zurich,Switzerland,Fully Remote,Big Tech (FAANG+),Automotive,Ethics Frameworks|Communication|Risk Assessment|AI Policy|Research|SQL|Research,14.4,72,22.3,7.8,2025,8,1,1,0,Senior ($200-300k)
AIJOB0387,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),2,Bootcamp/Self-taught,150000.0,150000,295000,Toronto,Canada,On-site,Enterprise (5000+),Education,Python|Deployment|Fine-tuning|LLMs|Diffusion Models|Agile,13.9,95,70.9,6.2,2025,4,0,0,1,Mid ($100-150k)
AIJOB0388,MLOps Engineer,ML Operations,Senior (6-9 yrs),7,Master's,203000.0,130000,260000,Chicago,USA,On-site,SME (51-500),Consulting,Kubernetes|Cloud|Python|Monitoring|Git|SQL,14.5,93,79.6,7.3,2025,8,1,0,0,Senior ($200-300k)
AIJOB0389,NLP Engineer,AI Engineering,Mid (3-5 yrs),9,Associate's,167000.0,145000,290000,Singapore,Singapore,Hybrid,Mid-size (501-5000),Media,Python|Transformers|Hugging Face|Communication,5.6,91,58.8,9.7,2025,1,0,1,0,Upper-Mid ($150-200k)
AIJOB0390,AI Compliance Manager,Governance,Mid (3-5 yrs),5,Associate's,100000.0,100000,200000,Beijing,China,Fully Remote,Big Tech (FAANG+),Energy,Risk Management|EU AI Act|Documentation|Auditing|Leadership,10.1,68,7.0,7.8,2026,1,0,1,0,Entry (<$100k)
AIJOB0391,AI Research Scientist,Research,Senior (6-9 yrs),6,Bootcamp/Self-taught,190000.0,115000,280000,Dubai,UAE,Fully Remote,Enterprise (5000+),Consulting,Publishing|Research|Deep Learning|Mathematics|PyTorch|Agile|Cloud,13.8,88,5.9,6.8,2025,4,1,1,0,Upper-Mid ($150-200k)
AIJOB0392,LLM Engineer,AI Engineering,Lead (10+ yrs),8,Bootcamp/Self-taught,330000.0,160000,300000,Los Angeles,USA,On-site,Mid-size (501-5000),Manufacturing,Fine-tuning|Prompt Engineering|Python|RAG|Vector DBs|Research|Leadership,3.3,98,52.4,7.3,2026,2,1,0,1,Elite (>$300k)
AIJOB0393,Prompt Engineer,AI Engineering,Senior (6-9 yrs),2,PhD,189000.0,90000,200000,Singapore,Singapore,Fully Remote,Enterprise (5000+),Retail,LLM APIs|Python|Prompt Design|Documentation|NLP|Testing|Leadership|Problem Solving|Git,3.7,82,6.8,6.1,2025,4,1,1,1,Upper-Mid ($150-200k)
AIJOB0394,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),7,PhD,235000.0,160000,300000,Toronto,Canada,Fully Remote,Mid-size (501-5000),Government,Fine-tuning|PyTorch|Python|Agile|Statistics,16.2,90,23.9,6.0,2026,1,1,1,0,Senior ($200-300k)
AIJOB0395,LLM Engineer,AI Engineering,Mid (3-5 yrs),6,Bootcamp/Self-taught,160000.0,160000,300000,London,UK,Hybrid,SME (51-500),Education,Vector DBs|RAG|Fine-tuning|Python|LLM APIs|Prompt Engineering|Cloud|Communication,6.9,98,42.4,8.2,2025,12,0,1,1,Upper-Mid ($150-200k)
AIJOB0396,AI Engineer,AI Engineering,Senior (6-9 yrs),7,Master's,211000.0,100000,250000,Remote,Global,Hybrid,Mid-size (501-5000),Manufacturing,Docker|Cloud (AWS/GCP/Azure)|LLM Integration|Python|SQL|Linux|Leadership,16.0,95,81.7,8.2,2025,7,1,1,0,Senior ($200-300k)
AIJOB0397,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),8,Master's,215000.0,141000,270000,Sydney,Australia,On-site,Startup (1-50),Education,CUDA|TensorFlow|Python|Neural Networks|GPU Computing|PyTorch|Problem Solving,4.4,89,27.8,7.5,2025,5,1,0,0,Senior ($200-300k)
AIJOB0398,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),3,Bachelor's,231000.0,160000,300000,Dubai,UAE,Hybrid,Startup (1-50),Healthcare,PyTorch|APIs|Vision-Language Models|Git,12.8,90,6.7,9.6,2026,1,1,1,0,Senior ($200-300k)
AIJOB0399,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),7,Master's,270000.0,141000,270000,Paris,France,On-site,Enterprise (5000+),Education,GPU Computing|Neural Networks|TensorFlow|Python|Linux,5.8,89,25.2,8.0,2026,2,1,0,0,Senior ($200-300k)
AIJOB0400,AI Solutions Architect,Architecture,Entry (0-2 yrs),13,Bachelor's,209000.0,180000,320000,Zurich,Switzerland,Fully Remote,Big Tech (FAANG+),Energy,Enterprise Architecture|ML|Python|Leadership|System Design|Communication|Linux,12.6,84,27.8,6.7,2026,2,0,1,0,Senior ($200-300k)
AIJOB0401,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),7,PhD,250000.0,140000,270000,New York,USA,Hybrid,SME (51-500),Finance,Networking|Cloud|Kubernetes|Distributed Systems|CUDA|Git|Statistics|Problem Solving,15.8,85,15.3,6.6,2025,1,0,1,0,Senior ($200-300k)
AIJOB0402,AI Solutions Architect,Architecture,Lead (10+ yrs),12,Bootcamp/Self-taught,349000.0,180000,320000,San Francisco,USA,Hybrid,Startup (1-50),Manufacturing,Python|System Design|Leadership|Cloud|Linux,12.6,84,16.5,6.3,2026,3,1,1,0,Elite (>$300k)
AIJOB0403,AI Solutions Architect,Architecture,Senior (6-9 yrs),6,Master's,324000.0,180000,320000,Austin,USA,Fully Remote,Enterprise (5000+),Consulting,Cloud|ML|System Design|Cloud|Linux|Git,14.8,84,8.8,7.4,2025,1,1,1,0,Elite (>$300k)
AIJOB0404,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),9,Bachelor's,254000.0,160000,300000,Tokyo,Japan,On-site,SME (51-500),Technology,Python|APIs|PyTorch|Vision-Language Models|Fine-tuning|Problem Solving,11.8,90,10.0,6.9,2026,1,1,0,0,Senior ($200-300k)
AIJOB0405,Senior ML Engineer,AI Engineering,Entry (0-2 yrs),8,Bachelor's,245000.0,180000,312000,San Francisco,USA,On-site,Enterprise (5000+),Media,PyTorch|Python|Distributed Systems|Linux|SQL|Cloud,11.3,96,56.0,6.7,2025,9,0,0,0,Senior ($200-300k)
AIJOB0406,LLM Engineer,AI Engineering,Mid (3-5 yrs),4,Master's,160000.0,160000,300000,Amsterdam,Netherlands,On-site,Startup (1-50),Automotive,Python|RAG|Fine-tuning|Vector DBs|Communication|Research,8.7,98,62.4,7.4,2025,4,0,0,1,Upper-Mid ($150-200k)
AIJOB0407,Prompt Engineer,AI Engineering,Lead (10+ yrs),5,Bachelor's,230000.0,90000,200000,Paris,France,Hybrid,Big Tech (FAANG+),Healthcare,Python|Prompt Design|Documentation|NLP|Cloud|Linux|Statistics,9.2,82,12.9,9.2,2026,2,1,1,1,Senior ($200-300k)
AIJOB0408,AI Engineer,AI Engineering,Lead (10+ yrs),7,Bootcamp/Self-taught,101000.0,100000,250000,Beijing,China,Hybrid,Big Tech (FAANG+),Finance,Docker|Python|PyTorch|Problem Solving,15.4,95,70.3,8.4,2025,6,1,1,0,Mid ($100-150k)
AIJOB0409,AI Ethics Officer,Governance,Mid (3-5 yrs),4,Bootcamp/Self-taught,110000.0,110000,210000,Paris,France,Hybrid,SME (51-500),Manufacturing,Research|Communication|Ethics Frameworks|Linux|Agile,15.6,72,18.0,9.7,2026,2,0,1,0,Mid ($100-150k)
AIJOB0410,AI Compliance Manager,Governance,Senior (6-9 yrs),3,PhD,234000.0,100000,200000,San Francisco,USA,On-site,SME (51-500),Consulting,Risk Management|Auditing|Documentation|Legal Knowledge|EU AI Act|Research,16.7,68,6.7,6.7,2026,1,1,0,0,Senior ($200-300k)
AIJOB0411,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),6,Associate's,142000.0,141000,270000,Austin,USA,On-site,Startup (1-50),Research,GPU Computing|Python|Neural Networks|TensorFlow|Agile|Linux,6.0,89,20.1,7.2,2026,3,0,0,0,Mid ($100-150k)
AIJOB0412,Deep Learning Engineer,AI Engineering,Entry (0-2 yrs),5,PhD,141000.0,141000,270000,Berlin,Germany,Hybrid,Enterprise (5000+),Retail,Neural Networks|CUDA|GPU Computing|Python|PyTorch|TensorFlow|Cloud|Git,4.1,89,23.2,7.0,2026,2,0,1,0,Mid ($100-150k)
AIJOB0413,MLOps Engineer,ML Operations,Lead (10+ yrs),8,Bachelor's,285000.0,130000,260000,Sydney,Australia,Fully Remote,Big Tech (FAANG+),Government,Kubernetes|Cloud|Monitoring|Python|CI/CD|MLflow|Cloud|Problem Solving,11.7,93,50.7,8.4,2026,2,1,1,0,Senior ($200-300k)
AIJOB0414,ML Engineer,AI Engineering,Mid (3-5 yrs),7,Master's,244000.0,120000,280000,Boston,USA,Hybrid,Enterprise (5000+),Automotive,Kubernetes|MLOps|TensorFlow|SQL|Python|Cloud|Problem Solving|Communication,17.2,97,41.4,8.7,2025,11,0,1,0,Senior ($200-300k)
AIJOB0415,AI Agent Developer,AI Engineering,Lead (10+ yrs),6,Master's,329000.0,155000,290000,Austin,USA,Fully Remote,Mid-size (501-5000),Media,Python|APIs|Planning Systems|AutoGen|Cloud|Problem Solving|Git,16.8,96,27.1,7.6,2026,3,1,1,1,Elite (>$300k)
AIJOB0416,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),4,Bootcamp/Self-taught,225000.0,125000,240000,Sydney,Australia,On-site,Big Tech (FAANG+),Research,Simulation|Control Systems|C++|Agile,15.5,76,22.5,6.0,2025,8,1,0,0,Senior ($200-300k)
AIJOB0417,AI Engineer,AI Engineering,Lead (10+ yrs),4,Associate's,186000.0,100000,250000,Boston,USA,Hybrid,Startup (1-50),Healthcare,PyTorch|LLM Integration|Python|Docker|Cloud (AWS/GCP/Azure)|Linux|Communication|Research,9.1,95,56.4,6.8,2025,12,1,1,0,Upper-Mid ($150-200k)
AIJOB0418,AI Research Scientist,Research,Lead (10+ yrs),5,Bootcamp/Self-taught,275000.0,115000,280000,Los Angeles,USA,Hybrid,Mid-size (501-5000),Finance,Python|Research|Publishing|PyTorch|Agile,13.9,88,16.9,8.6,2025,1,1,1,0,Senior ($200-300k)
AIJOB0419,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),3,Bachelor's,232000.0,145000,280000,San Francisco,USA,Fully Remote,Big Tech (FAANG+),Consulting,Image Processing|CUDA|PyTorch|OpenCV|CNNs|Python|Cloud|Statistics|Leadership,10.0,87,25.4,9.6,2026,2,0,1,0,Senior ($200-300k)
AIJOB0420,RAG Engineer,AI Engineering,Senior (6-9 yrs),7,Bachelor's,255000.0,145000,280000,New York,USA,Hybrid,Mid-size (501-5000),Energy,LangChain|Vector DBs|Python|LLMs|Embeddings|Search Systems|Communication|Statistics|Research,9.1,94,52.6,8.5,2025,11,1,1,1,Senior ($200-300k)
AIJOB0421,AI Product Manager,Product,Entry (0-2 yrs),5,PhD,227000.0,140000,260000,San Francisco,USA,Hybrid,Mid-size (501-5000),Research,Agile|Data Analysis|Stakeholder Mgmt|Product Strategy|AI Literacy|Research|Git,14.1,85,22.8,9.3,2026,3,0,1,0,Senior ($200-300k)
AIJOB0422,AI Security Engineer,Security,Lead (10+ yrs),10,Bachelor's,280000.0,140000,260000,New York,USA,On-site,SME (51-500),Automotive,Red Teaming|Cybersecurity|ML Security|Leadership|Communication|Problem Solving,17.4,80,22.5,6.4,2026,1,1,0,0,Senior ($200-300k)
AIJOB0423,AI Research Scientist,Research,Senior (6-9 yrs),11,Master's,218000.0,115000,280000,Toronto,Canada,Fully Remote,Enterprise (5000+),Automotive,Publishing|PyTorch|Deep Learning|Statistics,15.7,88,20.0,8.4,2025,12,1,1,0,Senior ($200-300k)
AIJOB0424,Generative AI Engineer,AI Engineering,Lead (10+ yrs),2,Master's,353000.0,150000,295000,Sydney,Australia,Fully Remote,Big Tech (FAANG+),Manufacturing,Python|Deployment|LLMs|GenAI APIs|Diffusion Models|Git|Statistics|Linux,13.8,95,15.1,6.2,2026,2,1,1,1,Elite (>$300k)
AIJOB0425,Prompt Engineer,AI Engineering,Mid (3-5 yrs),5,Associate's,98000.0,90000,200000,Toronto,Canada,Fully Remote,Mid-size (501-5000),Retail,Prompt Design|NLP|Documentation|Python|Statistics|Linux,6.5,82,16.4,8.3,2025,11,0,1,1,Entry (<$100k)
AIJOB0426,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),8,PhD,324000.0,140000,270000,New York,USA,Fully Remote,Big Tech (FAANG+),Research,CUDA|Storage|Distributed Systems|Communication|Research|Agile,8.6,85,25.3,6.6,2026,3,1,1,0,Elite (>$300k)
AIJOB0427,NLP Engineer,AI Engineering,Lead (10+ yrs),5,Bootcamp/Self-taught,284000.0,145000,290000,New York,USA,Hybrid,SME (51-500),Government,Hugging Face|LLMs|BERT|Research|Statistics,6.7,91,35.7,8.6,2025,9,1,1,0,Senior ($200-300k)
AIJOB0428,LLM Engineer,AI Engineering,Senior (6-9 yrs),2,Associate's,251000.0,160000,300000,Boston,USA,Fully Remote,SME (51-500),Automotive,RAG|LLM APIs|Prompt Engineering|Vector DBs|Fine-tuning|Linux|Communication,4.4,98,62.5,7.4,2026,1,1,1,1,Senior ($200-300k)
AIJOB0429,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),3,Master's,360000.0,160000,300000,Austin,USA,Fully Remote,Enterprise (5000+),Consulting,APIs|Vision-Language Models|Python|PyTorch|Statistics|Cloud|Linux,10.5,90,8.0,7.5,2025,10,1,1,0,Elite (>$300k)
AIJOB0430,AI Research Scientist,Research,Lead (10+ yrs),11,Bootcamp/Self-taught,163000.0,115000,280000,Sydney,Australia,Hybrid,Startup (1-50),Technology,Python|Publishing|Mathematics|Deep Learning|Research|Leadership|Communication,17.9,88,17.0,8.6,2025,10,1,1,0,Upper-Mid ($150-200k)
AIJOB0431,AI Research Scientist,Research,Lead (10+ yrs),5,PhD,291000.0,115000,280000,Sydney,Australia,Hybrid,Enterprise (5000+),Media,Python|Mathematics|PyTorch|Deep Learning|Publishing|Leadership|Problem Solving,13.2,88,19.6,8.7,2026,1,1,1,0,Senior ($200-300k)
AIJOB0432,AI Compliance Manager,Governance,Mid (3-5 yrs),3,Associate's,117000.0,100000,200000,Los Angeles,USA,Hybrid,Startup (1-50),Media,Legal Knowledge|Documentation|EU AI Act|Auditing|Risk Management|Communication|Linux|Git,15.5,68,7.1,6.5,2025,9,0,1,0,Mid ($100-150k)
AIJOB0433,AI Research Scientist,Research,Mid (3-5 yrs),12,PhD,124000.0,115000,280000,Amsterdam,Netherlands,Hybrid,Startup (1-50),Energy,Publishing|Mathematics|Deep Learning|Python|PyTorch|Statistics|Leadership|Problem Solving,10.1,88,7.5,9.1,2025,4,0,1,0,Mid ($100-150k)
AIJOB0434,Senior Data Scientist,Data Science,Mid (3-5 yrs),10,Associate's,157000.0,157000,218000,Paris,France,Hybrid,SME (51-500),Government,Advanced Statistics|Deep Learning|ML|Python|Leadership|Cloud|Linux,9.6,90,21.9,9.6,2025,4,0,1,0,Upper-Mid ($150-200k)
AIJOB0435,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),7,Associate's,185000.0,180000,312000,Berlin,Germany,Hybrid,SME (51-500),Finance,PyTorch|System Design|MLOps|Distributed Systems|Python|LLM Fine-tuning|Agile,14.8,96,44.7,7.3,2025,6,1,1,0,Upper-Mid ($150-200k)
AIJOB0436,AI Compliance Manager,Governance,Mid (3-5 yrs),9,PhD,100000.0,100000,200000,Berlin,Germany,Fully Remote,SME (51-500),Research,Legal Knowledge|EU AI Act|Auditing|Leadership,13.9,68,25.2,6.4,2025,10,0,1,0,Entry (<$100k)
AIJOB0437,MLOps Engineer,ML Operations,Entry (0-2 yrs),9,Bachelor's,130000.0,130000,260000,Tokyo,Japan,On-site,Mid-size (501-5000),Research,Kubernetes|Docker|MLflow|CI/CD|Cloud|Python|SQL|Leadership,9.3,93,42.7,8.8,2025,12,0,0,0,Mid ($100-150k)
AIJOB0438,AI Agent Developer,AI Engineering,Lead (10+ yrs),4,Bootcamp/Self-taught,217000.0,155000,290000,Singapore,Singapore,Fully Remote,SME (51-500),Manufacturing,Planning Systems|AutoGen|APIs|LangChain|Python|Tool Use|Git|Agile|Cloud,14.3,96,20.6,6.9,2025,10,1,1,1,Senior ($200-300k)
AIJOB0439,ML Engineer,AI Engineering,Lead (10+ yrs),9,Bachelor's,336000.0,120000,280000,Seattle,USA,Fully Remote,Mid-size (501-5000),Automotive,MLOps|SQL|Python|PyTorch|Problem Solving,15.5,97,67.1,8.7,2026,1,1,1,0,Elite (>$300k)
AIJOB0440,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),3,Associate's,158000.0,150000,295000,Dubai,UAE,Hybrid,Big Tech (FAANG+),Education,GenAI APIs|Python|Fine-tuning|LLMs|Statistics|SQL|Cloud,11.7,95,23.3,9.5,2025,9,0,1,1,Upper-Mid ($150-200k)
AIJOB0441,AI Compliance Manager,Governance,Senior (6-9 yrs),6,Bootcamp/Self-taught,164000.0,100000,200000,Boston,USA,Fully Remote,Mid-size (501-5000),Education,Auditing|Legal Knowledge|EU AI Act|Leadership|SQL,16.5,68,6.4,6.0,2026,2,1,1,0,Upper-Mid ($150-200k)
AIJOB0442,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),2,Master's,187000.0,130000,220000,Boston,USA,Fully Remote,Startup (1-50),Media,Airflow|ETL|Spark|Leadership,12.1,88,27.8,6.0,2026,2,1,1,0,Upper-Mid ($150-200k)
AIJOB0443,NLP Engineer,AI Engineering,Senior (6-9 yrs),5,PhD,318000.0,145000,290000,Remote,Global,Fully Remote,Enterprise (5000+),Manufacturing,Python|LLMs|Hugging Face|Text Processing|BERT|Cloud|SQL,8.0,91,23.1,7.1,2025,7,1,1,0,Elite (>$300k)
AIJOB0444,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),7,Master's,164000.0,150000,295000,Toronto,Canada,Fully Remote,Startup (1-50),Media,Python|Diffusion Models|LLMs|Fine-tuning|GenAI APIs|Linux|Statistics|Cloud,15.4,95,75.3,6.5,2026,1,0,1,1,Upper-Mid ($150-200k)
AIJOB0445,Senior Data Scientist,Data Science,Entry (0-2 yrs),10,Master's,157000.0,157000,218000,Austin,USA,Hybrid,Mid-size (501-5000),Automotive,Deep Learning|Python|ML|Advanced Statistics|Causal Inference|Leadership|Git|Cloud,8.1,90,9.7,7.1,2025,5,0,1,0,Upper-Mid ($150-200k)
AIJOB0446,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),9,Bootcamp/Self-taught,158000.0,140000,270000,London,UK,Hybrid,Enterprise (5000+),Consulting,Networking|Storage|Kubernetes|Problem Solving,10.3,85,8.3,6.1,2026,1,0,1,0,Upper-Mid ($150-200k)
